,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
9587,2.0,G,B,8.0,11.0,3856,482,550440,491.0,U,H,D,999.0,ZZ,F,Illinois,2017-07-31,Renewed,D,B
9592,1.0,E,K,8.0,11.0,3040,380,582501,174.0,T,F,B,999.0,ZZ,H,Missouri,2017-07-31,Renewed,A,C
9594,5.0,K,G,8.0,11.0,1920,240,576417,94.0,T,E,D,999.0,ZZ,E,Missouri,2017-07-31,Renewed,D,B
9596,4.0,ZZ,O,8.0,11.0,4000,500,573048,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9597,5.0,ZZ,O,8.0,11.0,1920,240,573204,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Missouri,2017-07-31,Renewed,ZZ,ZZ
9598,3.0,A,C,8.0,11.0,3200,400,576108,217.0,T,E,D,999.0,ZZ,E,Missouri,2017-07-31,Renewed,C,B
9600,1.0,D,D,8.0,11.0,2000,250,574857,251.0,T,F,D,999.0,ZZ,F,Missouri,2017-07-31,Not Renewed,C,B
9601,2.0,K,M,8.0,11.0,1920,240,575277,45.0,R,B,B,999.0,ZZ,F,Missouri,2017-07-31,Renewed,A,B
9604,3.0,F,I,8.0,11.0,6000,750,566061,513.0,ZZ,F,C,999.0,ZZ,H,Missouri,2017-07-31,Renewed,B,B
9605,2.0,C,N,8.0,11.0,3712,464,567510,199.0,S,H,B,999.0,ZZ,A,Missouri,2017-07-31,Renewed,A,Z
9606,1.0,A,L,8.0,11.0,2160,270,567612,135.0,R,E,B,999.0,ZZ,E,Missouri,2017-07-31,Renewed,A,B
9607,1.0,E,J,8.0,11.0,4664,583,568002,271.0,T,F,B,999.0,ZZ,G,Missouri,2017-07-31,Renewed,A,C
9608,3.0,K,I,8.0,11.0,3200,400,563193,210.0,R,D,D,999.0,ZZ,E,Illinois,2017-07-31,Renewed,C,B
9610,2.0,K,K,8.0,11.0,1920,240,563874,113.0,R,D,B,999.0,ZZ,E,Illinois,2017-07-31,Renewed,A,B
9611,1.0,K,A,8.0,11.0,1920,240,564363,208.0,T,E,D,999.0,ZZ,E,Illinois,2017-07-31,Renewed,D,B
9612,5.0,A,F,8.0,11.0,1920,240,638322,299.0,R,G,C,999.0,ZZ,E,Louisiana,2017-07-31,Not Renewed,D,C
9613,4.0,B,C,8.0,11.0,4000,500,638424,693.0,T,G,C,999.0,ZZ,G,Louisiana,2017-07-31,Not Renewed,C,D
9614,3.0,K,E,8.0,11.0,2280,285,636858,359.0,R,F,C,999.0,ZZ,E,Louisiana,2017-07-31,Not Renewed,C,C
9615,3.0,K,Z,8.0,11.0,2304,288,636900,260.0,R,G,D,999.0,ZZ,E,Louisiana,2017-07-31,Renewed,C,C
9618,4.0,A,D,8.0,11.0,1920,240,634383,185.0,R,G,D,999.0,ZZ,D,Louisiana,2017-07-31,Renewed,C,B
9620,3.0,K,I,8.0,11.0,4520,565,639438,380.0,R,F,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,D
9621,5.0,H,J,8.0,11.0,3608,451,635958,649.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Not Renewed,C,E
9622,ZZ,ZZ,ZZ,8.0,11.0,4000,500,636036,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Not Renewed,ZZ,ZZ
9623,5.0,E,H,8.0,11.0,1920,240,636108,6.0,ZZ,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9624,4.0,E,H,8.0,11.0,4000,500,636147,315.0,U,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9625,3.0,E,A,8.0,11.0,2480,310,636201,254.0,U,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9626,3.0,E,A,8.0,11.0,4000,500,636231,250.0,U,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9627,3.0,E,A,8.0,11.0,4000,500,636285,401.0,U,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9628,5.0,H,L,8.0,11.0,3608,451,635238,509.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9629,2.0,H,A,8.0,11.0,3608,451,635307,309.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9630,5.0,H,J,8.0,11.0,3608,451,635343,539.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9631,5.0,H,J,8.0,11.0,3608,451,635406,61.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9632,3.0,H,D,8.0,11.0,3608,451,635457,368.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9633,3.0,H,D,8.0,11.0,3608,451,635532,379.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9634,2.0,H,B,8.0,11.0,3608,451,635622,380.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9635,2.0,H,A,8.0,11.0,3608,451,635664,257.0,U,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9636,3.0,A,C,8.0,11.0,2024,253,634815,188.0,R,G,D,999.0,ZZ,D,Louisiana,2017-07-31,Renewed,C,B
9637,5.0,B,L,8.0,11.0,3200,400,634947,264.0,R,H,C,999.0,ZZ,F,Louisiana,2017-07-31,Renewed,C,C
9638,3.0,H,B,8.0,11.0,3608,451,634995,196.0,T,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,E
9639,ZZ,ZZ,ZZ,8.0,11.0,3608,451,635103,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Not Renewed,ZZ,ZZ
9640,3.0,K,C,8.0,11.0,2304,288,637107,353.0,R,G,D,999.0,ZZ,E,Louisiana,2017-07-31,Not Renewed,C,C
9642,1.0,D,F,8.0,11.0,2800,350,647631,222.0,U,H,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,B,D
9646,2.0,K,C,8.0,11.0,3600,450,648633,308.0,T,F,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,B,D
9648,1.0,D,I,8.0,11.0,2960,370,647901,243.0,T,F,C,999.0,ZZ,E,Arkansas,2017-07-31,Renewed,B,C
9649,1.0,B,J,8.0,11.0,6400,800,651474,0.0,T,F,C,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9650,1.0,K,I,8.0,11.0,1920,240,650814,147.0,R,B,C,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9651,3.0,C,H,8.0,11.0,2400,300,649305,298.0,R,G,C,999.0,ZZ,E,Arkansas,2017-07-31,Renewed,B,C
9652,4.0,A,J,8.0,11.0,1920,240,649404,230.0,R,E,C,999.0,ZZ,E,Arkansas,2017-07-31,Renewed,B,C
9653,5.0,ZZ,N,8.0,11.0,1920,240,650280,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-07-31,Renewed,ZZ,ZZ
9654,2.0,F,I,8.0,11.0,3760,470,643344,315.0,S,H,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,C,E
9655,2.0,F,I,8.0,11.0,3360,420,643380,366.0,S,H,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,C,E
9656,3.0,C,C,8.0,11.0,1920,240,643497,168.0,R,E,D,999.0,ZZ,E,Arkansas,2017-07-31,Renewed,C,C
9658,3.0,K,E,8.0,11.0,2400,300,644439,172.0,R,F,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,C,D
9659,1.0,A,G,8.0,11.0,2080,260,646593,161.0,T,H,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,B,D
9660,2.0,B,G,8.0,11.0,4264,533,646623,296.0,T,H,C,999.0,ZZ,H,Arkansas,2017-07-31,Renewed,B,A
9661,3.0,E,C,8.0,11.0,3520,440,645336,433.0,S,G,D,999.0,ZZ,H,Arkansas,2017-07-31,Renewed,D,E
9662,1.0,K,E,8.0,11.0,3360,420,646341,277.0,U,G,C,999.0,ZZ,G,Arkansas,2017-07-31,Renewed,C,D
9664,4.0,A,H,8.0,11.0,2000,250,628482,208.0,T,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9666,4.0,ZZ,P,8.0,11.0,1920,240,627501,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9667,3.0,F,H,8.0,11.0,5256,657,628074,508.0,T,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9668,5.0,F,J,8.0,11.0,1920,240,628170,173.0,R,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9672,3.0,E,L,8.0,11.0,3480,435,619008,166.0,T,C,B,999.0,ZZ,Z,Nebraska,2017-07-31,Renewed,B,Z
9674,4.0,A,J,8.0,11.0,1920,240,618384,78.0,R,E,C,999.0,ZZ,E,Nebraska,2017-07-31,Renewed,C,B
9675,2.0,ZZ,K,8.0,11.0,1920,240,621636,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9676,3.0,ZZ,L,8.0,11.0,1920,240,623154,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9677,2.0,ZZ,F,8.0,11.0,2240,280,623595,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9678,1.0,F,B,8.0,11.0,3600,450,623880,421.0,U,H,ZZ,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,ZZ,E
9679,1.0,F,B,8.0,11.0,4600,575,624264,0.0,U,H,ZZ,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,ZZ,E
9680,ZZ,ZZ,ZZ,8.0,11.0,1920,240,624534,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Not Renewed,ZZ,ZZ
9681,5.0,D,M,8.0,11.0,3648,456,631425,247.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9682,5.0,D,M,8.0,11.0,3648,456,631482,178.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9683,3.0,D,J,8.0,11.0,3648,456,631533,248.0,R,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9684,3.0,D,G,8.0,11.0,3648,456,631188,329.0,ZZ,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9685,5.0,F,O,8.0,11.0,2000,250,632139,307.0,R,I,C,999.0,ZZ,G,Louisiana,2017-07-31,Not Renewed,D,E
9686,3.0,D,K,8.0,11.0,3648,456,631761,257.0,R,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9688,4.0,D,L,8.0,11.0,3648,456,632304,401.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9689,5.0,D,Z,8.0,11.0,3648,456,632346,382.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,C
9690,3.0,F,A,8.0,11.0,4720,590,632685,917.0,U,I,C,999.0,ZZ,G,Louisiana,2017-07-31,Not Renewed,D,E
9691,4.0,F,F,8.0,11.0,6800,850,632967,588.0,U,I,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,E
9692,3.0,ZZ,L,8.0,11.0,4000,500,633798,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9695,4.0,F,B,8.0,11.0,6000,750,633129,1005.0,U,I,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,E
9696,1.0,ZZ,Z,8.0,11.0,1920,240,634029,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9697,4.0,D,C,8.0,11.0,2312,289,634524,164.0,T,G,D,999.0,ZZ,F,Louisiana,2017-07-31,Renewed,D,D
9698,3.0,B,B,8.0,11.0,3200,400,634635,366.0,T,H,C,999.0,ZZ,F,Louisiana,2017-07-31,Renewed,C,C
9700,5.0,B,L,8.0,11.0,2496,312,630639,144.0,R,F,C,999.0,ZZ,E,Louisiana,2017-07-31,Renewed,B,C
9701,4.0,C,G,8.0,11.0,4400,550,630822,278.0,R,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,B,D
9705,5.0,F,K,8.0,11.0,4728,591,628749,158.0,T,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9706,4.0,F,E,8.0,11.0,1920,240,628791,203.0,T,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9708,1.0,ZZ,E,8.0,11.0,1920,240,628908,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9709,2.0,ZZ,G,8.0,11.0,1920,240,628971,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Louisiana,2017-07-31,Renewed,ZZ,ZZ
9710,5.0,F,O,8.0,11.0,4640,580,629217,334.0,ZZ,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9711,4.0,F,G,8.0,11.0,3200,400,629361,355.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9712,5.0,F,L,8.0,11.0,3480,435,629427,271.0,S,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9713,3.0,F,B,8.0,11.0,3200,400,629595,378.0,T,H,D,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,D,D
9714,3.0,A,G,8.0,11.0,3200,400,629760,300.0,T,H,C,999.0,ZZ,G,Louisiana,2017-07-31,Renewed,C,D
9717,4.0,K,J,8.0,11.0,4560,570,674571,414.0,R,F,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,B,D
9718,4.0,E,I,8.0,11.0,3800,475,676224,329.0,ZZ,G,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,B,E
9719,1.0,ZZ,D,8.0,11.0,1920,240,676500,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9723,3.0,D,G,8.0,11.0,4600,575,664839,315.0,T,F,C,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,B,E
9724,1.0,E,E,8.0,11.0,2944,368,664089,249.0,T,E,D,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9725,ZZ,ZZ,ZZ,8.0,11.0,2400,300,664308,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-07-31,Not Renewed,ZZ,ZZ
9727,2.0,H,O,8.0,11.0,3456,432,653907,156.0,U,H,B,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,A,E
9728,1.0,B,Z,8.0,11.0,1920,240,655158,92.0,T,G,C,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,B,D
9729,2.0,A,H,8.0,11.0,1920,240,655266,152.0,R,E,C,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9730,3.0,K,F,8.0,11.0,1920,240,655362,138.0,T,E,C,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9731,1.0,H,L,8.0,11.0,3456,432,653724,351.0,S,H,B,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,A,E
9732,1.0,H,L,8.0,11.0,3456,432,653802,438.0,S,H,B,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,A,E
9733,3.0,H,N,8.0,11.0,1920,240,653514,301.0,U,H,C,999.0,ZZ,G,Oklahoma,2017-07-31,Not Renewed,B,E
9735,1.0,K,G,8.0,11.0,1920,240,657156,17.0,R,B,C,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,B,C
9736,4.0,A,I,8.0,11.0,2360,295,656331,187.0,R,F,B,999.0,ZZ,D,Oklahoma,2017-07-31,Renewed,B,B
9737,ZZ,ZZ,ZZ,8.0,11.0,2160,270,657543,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-07-31,Not Renewed,ZZ,ZZ
9738,4.0,K,H,8.0,11.0,2520,315,656457,53.0,R,B,B,999.0,ZZ,Z,Oklahoma,2017-07-31,Renewed,B,Z
9739,1.0,A,H,8.0,11.0,1920,240,654366,297.0,R,E,C,999.0,ZZ,Z,Oklahoma,2017-07-31,Not Renewed,B,Z
9742,ZZ,ZZ,ZZ,8.0,11.0,2928,366,661383,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-07-31,Not Renewed,ZZ,ZZ
9743,2.0,K,K,8.0,11.0,3240,405,658362,392.0,R,F,B,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,A,C
9745,1.0,A,I,8.0,11.0,3200,400,657957,244.0,T,G,B,999.0,ZZ,G,Oklahoma,2017-07-31,Renewed,A,D
9746,4.0,K,G,8.0,11.0,3104,388,662325,280.0,ZZ,F,C,999.0,ZZ,F,Oklahoma,2017-07-31,Renewed,B,C
9747,2.0,K,I,8.0,11.0,2520,315,661680,362.0,R,E,B,999.0,ZZ,E,Oklahoma,2017-07-31,Renewed,A,C
9748,5.0,ZZ,Q,8.0,11.0,4160,520,698346,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9749,5.0,K,M,8.0,11.0,1920,240,699192,151.0,R,D,D,999.0,ZZ,E,Texas,2017-07-31,Renewed,C,C
9750,4.0,E,M,8.0,11.0,4000,500,700008,574.0,R,E,C,999.0,ZZ,H,Texas,2017-07-31,Renewed,B,E
9751,3.0,D,L,8.0,11.0,5400,675,701265,454.0,S,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,A,E
9752,3.0,D,L,8.0,11.0,3208,401,701328,350.0,S,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,A,E
9753,1.0,H,J,8.0,11.0,3512,439,694524,860.0,ZZ,I,C,999.0,ZZ,G,Texas,2017-07-31,Not Renewed,B,E
9756,2.0,ZZ,C,8.0,11.0,3520,440,692415,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9758,5.0,H,P,8.0,11.0,2992,374,684303,161.0,ZZ,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,B,E
9759,3.0,H,G,8.0,11.0,5384,673,683550,601.0,S,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,B,E
9760,5.0,B,I,8.0,11.0,3120,390,677886,220.0,R,G,C,999.0,ZZ,E,Texas,2017-07-31,Renewed,B,C
9763,1.0,ZZ,G,8.0,11.0,1920,240,688119,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9764,2.0,K,G,8.0,11.0,1928,241,689034,109.0,R,E,D,999.0,ZZ,E,Texas,2017-07-31,Renewed,C,C
9765,3.0,H,B,8.0,11.0,3696,462,689757,779.0,U,G,D,999.0,ZZ,G,Texas,2017-07-31,Not Renewed,C,E
9766,3.0,H,A,8.0,11.0,3712,464,689811,73.0,U,G,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9767,4.0,H,E,8.0,11.0,3696,462,689910,679.0,U,G,D,999.0,ZZ,G,Texas,2017-07-31,Not Renewed,C,E
9768,4.0,H,E,8.0,11.0,3696,462,689997,515.0,U,G,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9770,5.0,I,K,8.0,11.0,6800,850,732552,687.0,U,I,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9771,4.0,I,H,8.0,11.0,5120,640,732081,498.0,U,I,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9772,2.0,I,B,8.0,11.0,3872,484,731748,432.0,U,I,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9773,2.0,I,B,8.0,11.0,3640,455,731346,381.0,U,I,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9774,2.0,I,B,8.0,11.0,4400,550,731550,480.0,U,I,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9775,1.0,ZZ,A,8.0,11.0,2000,250,731193,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9778,4.0,C,K,8.0,11.0,3560,445,723858,215.0,T,G,B,999.0,ZZ,E,Texas,2017-07-31,Renewed,A,C
9779,5.0,H,P,8.0,11.0,1920,240,727419,192.0,U,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9780,1.0,ZZ,D,8.0,11.0,1920,240,722049,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9781,2.0,H,B,8.0,11.0,2640,330,742764,412.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9782,2.0,H,B,8.0,11.0,2640,330,742812,286.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9783,2.0,H,B,8.0,11.0,2640,330,742893,308.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9784,2.0,H,B,8.0,11.0,2640,330,742962,270.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9785,2.0,H,B,8.0,11.0,2640,330,743019,245.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9786,5.0,H,J,8.0,11.0,2640,330,743079,229.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9787,1.0,D,J,8.0,11.0,3920,490,740445,326.0,T,G,C,999.0,ZZ,E,Colorado,2017-07-31,Renewed,B,D
9788,4.0,I,N,8.0,11.0,2400,300,733437,230.0,U,H,B,999.0,ZZ,D,Colorado,2017-07-31,Renewed,A,A
9789,4.0,I,P,8.0,11.0,2616,327,733650,122.0,S,H,B,999.0,ZZ,D,Colorado,2017-07-31,Renewed,A,A
9790,2.0,E,M,8.0,11.0,1920,240,738420,51.0,R,F,B,999.0,ZZ,E,Colorado,2017-07-31,Renewed,A,D
9791,1.0,H,E,8.0,11.0,2400,300,739050,290.0,U,H,B,999.0,ZZ,B,Colorado,2017-07-31,Renewed,A,A
9792,5.0,I,P,8.0,11.0,3000,375,734787,49.0,S,H,B,999.0,ZZ,D,Colorado,2017-07-31,Renewed,A,A
9793,1.0,D,F,8.0,11.0,2720,340,744321,233.0,T,G,C,999.0,ZZ,H,Colorado,2017-07-31,Renewed,C,A
9794,1.0,D,F,8.0,11.0,4600,575,744375,466.0,T,G,C,999.0,ZZ,H,Colorado,2017-07-31,Renewed,C,A
9795,4.0,D,M,8.0,11.0,3200,400,741111,342.0,S,H,C,999.0,ZZ,E,Colorado,2017-07-31,Renewed,B,C
9797,2.0,E,G,8.0,11.0,2240,280,742305,237.0,U,H,C,999.0,ZZ,D,Colorado,2017-07-31,Renewed,C,A
9798,1.0,B,F,8.0,11.0,1920,240,746802,32.0,R,F,C,999.0,ZZ,C,Wyoming,2017-07-31,Renewed,A,B
9799,5.0,K,J,8.0,11.0,1960,245,747063,116.0,T,G,B,999.0,ZZ,E,Wyoming,2017-07-31,Renewed,B,C
9801,1.0,ZZ,B,8.0,11.0,1920,240,717762,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9802,4.0,E,E,8.0,11.0,3808,476,710955,461.0,U,H,D,999.0,ZZ,G,Texas,2017-07-31,Renewed,C,E
9803,1.0,ZZ,E,8.0,11.0,2400,300,710073,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9804,2.0,ZZ,G,8.0,11.0,2800,350,710295,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-07-31,Renewed,ZZ,ZZ
9807,3.0,D,O,8.0,11.0,3600,450,706785,261.0,R,H,B,999.0,ZZ,H,Texas,2017-07-31,Renewed,A,E
9808,5.0,D,P,8.0,11.0,4168,521,703230,321.0,R,H,C,999.0,ZZ,G,Texas,2017-07-31,Renewed,A,E
9809,1.0,H,E,8.0,11.0,3200,400,782541,256.0,S,I,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9810,5.0,K,O,8.0,11.0,2000,250,783606,9.0,R,E,B,999.0,ZZ,F,Nevada,2017-07-31,Renewed,A,D
9811,4.0,J,J,8.0,11.0,2000,250,786681,240.0,U,J,D,999.0,ZZ,D,California,2017-07-31,Renewed,D,A
9812,2.0,F,I,8.0,11.0,2880,360,790302,522.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9813,4.0,F,P,8.0,11.0,4472,559,792321,111.0,S,C,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9814,2.0,F,I,8.0,11.0,1920,240,789621,794.0,S,G,D,999.0,ZZ,E,California,2017-07-31,Not Renewed,C,D
9815,4.0,F,O,8.0,11.0,5120,640,792138,392.0,S,C,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9816,1.0,H,G,8.0,11.0,1920,240,783012,167.0,U,I,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9817,3.0,H,L,8.0,11.0,5600,700,783075,523.0,U,I,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9818,1.0,H,K,8.0,11.0,6080,760,783141,285.0,U,I,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9819,4.0,H,O,8.0,11.0,4520,565,783210,80.0,U,I,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9822,3.0,J,G,8.0,11.0,4600,575,781494,411.0,S,J,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9823,3.0,G,J,8.0,11.0,3600,450,782277,267.0,T,G,C,999.0,ZZ,E,Nevada,2017-07-31,Renewed,B,D
9824,3.0,J,F,8.0,11.0,5600,700,780723,744.0,U,J,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9825,3.0,C,Q,8.0,11.0,3848,481,799677,220.0,S,F,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
9826,2.0,G,L,8.0,11.0,5520,690,800193,318.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9827,2.0,G,O,8.0,11.0,4024,503,800244,219.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9828,2.0,G,O,8.0,11.0,5032,629,800304,102.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9829,2.0,G,N,8.0,11.0,3200,400,800361,235.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9830,4.0,G,M,8.0,11.0,8000,1000,801657,645.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9831,5.0,G,Q,8.0,11.0,5440,680,801816,165.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9833,3.0,H,Q,8.0,11.0,8160,1020,797115,70.0,S,D,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9834,5.0,J,Q,8.0,11.0,2560,320,797391,213.0,U,J,D,999.0,ZZ,D,California,2017-07-31,Renewed,D,A
