,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
9835,4.0,ZZ,O,8.0,11.0,1920,240,797472,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
9836,3.0,D,O,8.0,11.0,4800,600,795741,185.0,U,H,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
9837,4.0,D,Q,8.0,11.0,4640,580,795912,10.0,S,G,A,999.0,ZZ,Z,California,2017-07-31,Renewed,A,Z
9838,5.0,F,O,8.0,11.0,3480,435,796017,352.0,S,G,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9840,4.0,H,N,8.0,11.0,4520,565,793419,530.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9841,5.0,H,P,8.0,11.0,4240,530,793458,250.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9842,5.0,H,P,8.0,11.0,5560,695,793599,265.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9843,5.0,H,M,8.0,11.0,2600,325,793143,389.0,S,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9844,1.0,H,G,8.0,11.0,3440,430,793974,395.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9845,2.0,D,I,8.0,11.0,5000,625,764493,413.0,ZZ,H,C,999.0,ZZ,E,Arizona,2017-07-31,Renewed,C,D
9846,3.0,F,M,8.0,11.0,3600,450,764679,339.0,S,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9847,3.0,F,L,8.0,11.0,2800,350,764859,274.0,S,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9848,2.0,H,O,8.0,11.0,3800,475,765093,15.0,S,G,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9849,2.0,H,O,8.0,11.0,3000,375,765126,0.0,S,G,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9850,2.0,H,O,8.0,11.0,5600,700,765174,0.0,S,G,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9852,1.0,H,K,8.0,11.0,5840,730,762300,115.0,U,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9853,3.0,H,N,8.0,11.0,2000,250,761124,163.0,ZZ,H,C,999.0,ZZ,D,Utah,2017-07-31,Renewed,B,A
9854,1.0,C,G,8.0,11.0,3040,380,758796,283.0,U,H,C,999.0,ZZ,E,Utah,2017-07-31,Renewed,B,D
9855,ZZ,ZZ,ZZ,8.0,11.0,2000,250,754245,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Idaho,2017-07-31,Not Renewed,ZZ,ZZ
9856,5.0,F,L,8.0,11.0,4000,500,759582,404.0,T,H,C,999.0,ZZ,E,Utah,2017-07-31,Renewed,C,D
9857,ZZ,ZZ,ZZ,8.0,11.0,2000,250,759795,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Utah,2017-07-31,Not Renewed,ZZ,ZZ
9858,4.0,H,Q,8.0,11.0,2200,275,756987,79.0,S,H,B,999.0,ZZ,D,Utah,2017-07-31,Renewed,A,A
9859,1.0,K,K,8.0,11.0,1920,240,754578,136.0,R,E,B,999.0,ZZ,E,Idaho,2017-07-31,Renewed,A,C
9861,3.0,D,K,8.0,11.0,1920,240,755886,43.0,R,D,B,999.0,ZZ,E,Utah,2017-07-31,Renewed,A,C
9862,5.0,A,N,8.0,11.0,2400,300,756288,86.0,R,E,B,999.0,ZZ,E,Utah,2017-07-31,Renewed,A,C
9864,3.0,E,K,8.0,11.0,1920,240,751731,86.0,R,F,C,999.0,ZZ,E,Idaho,2017-07-31,Renewed,B,C
9868,4.0,B,J,8.0,11.0,8000,1000,750246,485.0,T,H,C,999.0,ZZ,E,Idaho,2017-07-31,Renewed,B,D
9874,2.0,K,L,8.0,11.0,1920,240,779334,49.0,R,F,B,999.0,ZZ,F,New Mexico,2017-07-31,Renewed,A,D
9875,4.0,J,M,8.0,11.0,1920,240,780255,65.0,R,J,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9876,3.0,J,J,8.0,11.0,3200,400,780564,118.0,T,J,C,999.0,ZZ,D,Nevada,2017-07-31,Renewed,B,A
9877,1.0,E,B,8.0,11.0,3200,400,775665,351.0,R,H,D,999.0,ZZ,E,New Mexico,2017-07-31,Renewed,D,D
9878,1.0,C,A,8.0,11.0,3200,400,776790,326.0,T,F,D,999.0,ZZ,F,New Mexico,2017-07-31,Renewed,D,D
9879,1.0,J,D,8.0,11.0,1920,240,773637,644.0,S,I,C,999.0,ZZ,D,New Mexico,2017-07-31,Not Renewed,C,A
9881,1.0,F,H,8.0,11.0,2640,330,771786,8.0,U,F,C,999.0,ZZ,E,Arizona,2017-07-31,Renewed,B,D
9882,1.0,H,G,8.0,11.0,2080,260,767433,172.0,U,B,C,999.0,ZZ,E,Arizona,2017-07-31,Renewed,C,D
9883,ZZ,ZZ,ZZ,8.0,11.0,2400,300,766593,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Not Renewed,ZZ,ZZ
9884,ZZ,ZZ,ZZ,8.0,11.0,2400,300,766761,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Not Renewed,ZZ,ZZ
9885,3.0,F,Q,8.0,11.0,4840,605,765345,176.0,S,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9886,1.0,H,K,8.0,11.0,4200,525,765426,273.0,U,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9887,2.0,H,P,8.0,11.0,5200,650,765672,51.0,U,H,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
9888,1.0,ZZ,A,8.0,11.0,3280,410,762987,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Renewed,ZZ,ZZ
9889,5.0,ZZ,Q,8.0,11.0,1920,240,763665,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Renewed,ZZ,ZZ
9890,2.0,A,B,8.0,11.0,1920,240,768777,58.0,R,E,C,999.0,ZZ,F,Arizona,2017-07-31,Renewed,C,H
9892,2.0,E,B,8.0,11.0,4560,570,770967,556.0,T,G,D,999.0,ZZ,E,Arizona,2017-07-31,Renewed,D,C
9893,ZZ,ZZ,ZZ,8.0,11.0,3200,400,771399,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Not Renewed,ZZ,ZZ
9895,2.0,ZZ,C,8.0,11.0,2800,350,772233,0.0,T,ZZ,ZZ,999.0,ZZ,ZZ,Arizona,2017-07-31,Renewed,ZZ,ZZ
9898,1.0,F,I,8.0,11.0,4000,500,828360,118.0,S,A,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
9899,2.0,F,I,8.0,11.0,5000,625,828399,323.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9900,2.0,F,I,8.0,11.0,5000,625,828423,677.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9901,2.0,F,I,8.0,11.0,5000,625,828462,601.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9902,4.0,F,P,8.0,11.0,5000,625,828504,391.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9903,4.0,F,P,8.0,11.0,5000,625,828531,295.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9904,5.0,C,M,8.0,11.0,5760,720,831153,496.0,T,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,B
9906,3.0,F,Q,8.0,11.0,2400,300,824442,181.0,S,G,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
9909,4.0,C,L,8.0,11.0,2160,270,825090,257.0,T,G,ZZ,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9918,5.0,F,J,8.0,11.0,4560,570,827595,486.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9919,4.0,F,I,8.0,11.0,4000,500,827649,383.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9920,5.0,F,J,8.0,11.0,6000,750,826152,560.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9921,3.0,F,B,8.0,11.0,5000,625,826353,437.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9925,3.0,D,G,8.0,11.0,14856,1857,827223,1268.0,S,G,D,999.0,ZZ,E,California,2017-07-31,Renewed,C,D
9927,5.0,F,I,8.0,11.0,3200,400,827316,393.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9928,5.0,F,I,8.0,11.0,2320,290,827367,289.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9931,5.0,G,Q,8.0,11.0,1920,240,847968,5.0,S,A,A,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
9933,3.0,H,M,8.0,11.0,3600,450,842418,589.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9936,2.0,H,J,8.0,11.0,3760,470,840936,659.0,S,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9937,5.0,H,Q,8.0,11.0,5168,646,842964,63.0,S,F,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9938,5.0,ZZ,Q,8.0,11.0,1920,240,836727,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
9939,5.0,H,P,8.0,11.0,2280,285,836787,123.0,U,D,B,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9940,4.0,H,L,8.0,11.0,2600,325,836904,388.0,U,D,B,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9941,4.0,H,L,8.0,11.0,6752,844,836967,312.0,U,D,B,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9943,5.0,H,M,8.0,11.0,3200,400,831852,182.0,R,E,D,999.0,ZZ,E,California,2017-07-31,Renewed,D,D
9944,ZZ,ZZ,ZZ,8.0,11.0,1920,240,832242,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Not Renewed,ZZ,ZZ
9945,2.0,H,D,8.0,11.0,5400,675,832296,864.0,S,G,D,999.0,ZZ,F,California,2017-07-31,Renewed,C,H
9947,5.0,H,I,8.0,11.0,2880,360,832728,373.0,T,E,D,999.0,ZZ,E,California,2017-07-31,Renewed,D,D
9948,2.0,K,C,8.0,11.0,2000,250,812754,262.0,T,F,D,999.0,ZZ,E,California,2017-07-31,Renewed,C,C
9952,5.0,G,O,8.0,11.0,4280,535,814740,437.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9953,1.0,G,F,8.0,11.0,6720,840,814836,867.0,U,H,D,999.0,ZZ,B,California,2017-07-31,Renewed,C,Z
9954,3.0,H,M,8.0,11.0,5160,645,815037,258.0,ZZ,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9956,2.0,D,J,8.0,11.0,1920,240,807096,237.0,R,F,D,999.0,ZZ,E,California,2017-07-31,Renewed,B,C
9958,3.0,H,I,8.0,11.0,3600,450,807615,299.0,S,E,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9960,3.0,H,N,8.0,11.0,6448,806,808692,259.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9961,4.0,H,N,8.0,11.0,4056,507,808782,211.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9962,5.0,ZZ,Q,8.0,11.0,2320,290,808941,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
9964,1.0,H,J,8.0,11.0,5360,670,809430,612.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9965,1.0,H,J,8.0,11.0,5288,661,809475,584.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9966,2.0,H,J,8.0,11.0,4816,602,809559,450.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9967,5.0,G,P,8.0,11.0,4800,600,803694,192.0,S,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
9968,ZZ,ZZ,ZZ,8.0,11.0,1920,240,806670,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Not Renewed,ZZ,ZZ
9969,1.0,D,J,8.0,11.0,1920,240,806127,106.0,R,F,D,999.0,ZZ,E,California,2017-07-31,Renewed,B,C
9970,4.0,ZZ,L,8.0,11.0,1920,240,806313,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
9971,1.0,F,J,8.0,11.0,2240,280,805149,352.0,S,F,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9973,4.0,G,J,8.0,11.0,6680,835,822702,895.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9974,3.0,G,K,8.0,11.0,4000,500,822795,493.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9975,4.0,G,L,8.0,11.0,4016,502,823005,444.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9976,4.0,G,L,8.0,11.0,6280,785,823041,788.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9977,2.0,F,K,8.0,11.0,4800,600,822879,621.0,U,C,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
9978,3.0,G,K,8.0,11.0,4240,530,822558,633.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
9983,4.0,G,Q,8.0,11.0,1920,240,818796,76.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9984,4.0,G,Q,8.0,11.0,4120,515,818946,66.0,U,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,A,A
9987,4.0,ZZ,M,8.0,11.0,1920,240,819246,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
9989,1.0,ZZ,B,8.0,11.0,1920,240,877662,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Oregon,2017-07-31,Renewed,ZZ,ZZ
9990,4.0,E,H,8.0,11.0,2400,300,876684,186.0,U,G,B,999.0,ZZ,E,Oregon,2017-07-31,Renewed,B,D
9991,2.0,F,H,8.0,11.0,3920,490,872532,346.0,T,G,C,999.0,ZZ,C,Oregon,2017-07-31,Renewed,B,A
9995,2.0,ZZ,H,8.0,11.0,1920,240,871350,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oregon,2017-07-31,Renewed,ZZ,ZZ
9997,5.0,E,N,8.0,11.0,2400,300,886563,235.0,S,H,C,999.0,ZZ,D,Washington,2017-07-31,Renewed,C,A
10000,1.0,B,G,8.0,11.0,3904,488,881253,260.0,T,F,C,999.0,ZZ,E,Oregon,2017-07-31,Renewed,C,C
10003,5.0,E,M,8.0,11.0,4320,540,887916,188.0,R,F,B,999.0,ZZ,E,Washington,2017-07-31,Renewed,A,C
10004,2.0,K,F,8.0,11.0,2320,290,896889,207.0,R,F,C,999.0,ZZ,E,Washington,2017-07-31,Renewed,C,C
10005,3.0,K,I,8.0,11.0,2960,370,896472,292.0,R,F,C,999.0,ZZ,E,Washington,2017-07-31,Renewed,C,C
10006,4.0,G,H,8.0,11.0,2000,250,896742,510.0,R,D,C,999.0,ZZ,E,Washington,2017-07-31,Not Renewed,C,D
10009,2.0,H,L,8.0,11.0,1920,240,892596,171.0,U,G,B,999.0,ZZ,E,Washington,2017-07-31,Renewed,A,D
10010,2.0,E,Z,8.0,11.0,5600,700,893292,208.0,T,E,C,999.0,ZZ,F,Washington,2017-07-31,Renewed,B,D
10011,2.0,H,L,8.0,11.0,1920,240,892365,388.0,U,G,B,999.0,ZZ,E,Washington,2017-07-31,Renewed,A,D
10012,3.0,H,M,8.0,11.0,1920,240,892218,336.0,U,G,B,999.0,ZZ,E,Washington,2017-07-31,Renewed,A,D
10013,3.0,H,M,8.0,11.0,1920,240,892257,93.0,U,G,B,999.0,ZZ,E,Washington,2017-07-31,Renewed,A,D
10014,4.0,B,P,8.0,11.0,2200,275,859419,108.0,R,F,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
10015,ZZ,ZZ,ZZ,8.0,11.0,1920,240,859917,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Not Renewed,ZZ,ZZ
10016,5.0,E,L,8.0,11.0,4160,520,860163,342.0,T,E,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
10017,4.0,E,M,8.0,11.0,3200,400,860283,198.0,R,G,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
10018,3.0,F,O,8.0,11.0,2720,340,860349,153.0,S,G,B,999.0,ZZ,G,California,2017-07-31,Renewed,A,E
10022,3.0,H,N,8.0,11.0,4000,500,860718,203.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10023,5.0,A,N,8.0,11.0,2712,339,857031,219.0,U,F,B,999.0,ZZ,E,California,2017-07-31,Renewed,A,D
10024,ZZ,ZZ,ZZ,8.0,11.0,2696,337,856914,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Not Renewed,ZZ,ZZ
10025,3.0,ZZ,M,8.0,11.0,2160,270,856731,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
10030,5.0,G,O,8.0,11.0,3720,465,851967,309.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
10031,4.0,D,P,8.0,11.0,1920,240,848349,416.0,S,H,C,999.0,ZZ,E,California,2017-07-31,Not Renewed,A,D
10032,2.0,G,J,8.0,11.0,2520,315,850803,424.0,U,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
10033,5.0,ZZ,Q,8.0,11.0,1920,240,850371,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
10039,1.0,C,F,8.0,11.0,3680,460,865410,361.0,R,F,C,999.0,ZZ,E,California,2017-07-31,Renewed,C,D
10040,2.0,ZZ,I,8.0,11.0,1920,240,866850,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
10045,2.0,E,I,8.0,11.0,2720,340,865878,474.0,T,F,C,999.0,ZZ,F,California,2017-07-31,Renewed,B,D
10046,1.0,H,H,8.0,11.0,2600,325,865938,462.0,U,H,C,999.0,ZZ,C,California,2017-07-31,Renewed,B,A
10048,3.0,F,M,8.0,11.0,1920,240,857799,300.0,T,F,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,D
10049,5.0,E,N,8.0,11.0,4800,600,856209,678.0,S,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10050,3.0,F,O,8.0,11.0,2720,340,861177,201.0,S,H,B,999.0,ZZ,C,California,2017-07-31,Renewed,A,A
10051,4.0,D,L,8.0,11.0,4600,575,860937,656.0,U,H,B,999.0,ZZ,C,California,2017-07-31,Renewed,B,A
10052,2.0,H,L,8.0,11.0,4120,515,860994,142.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10054,1.0,G,Z,8.0,11.0,1920,240,861945,104.0,R,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10055,4.0,E,K,8.0,11.0,4520,565,864780,373.0,T,F,C,999.0,ZZ,E,California,2017-07-31,Renewed,B,C
10056,4.0,G,M,8.0,11.0,5600,700,862302,543.0,S,G,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10058,1.0,H,F,8.0,11.0,4000,500,862884,255.0,U,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10060,2.0,D,G,8.0,11.0,2504,313,1095294,123.0,R,C,D,999.0,ZZ,E,Ohio,2017-07-31,Renewed,D,B
10061,4.0,D,J,8.0,11.0,3104,388,990324,231.0,S,F,C,999.0,ZZ,C,Pennsylvania,2017-07-31,Renewed,B,A
10062,1.0,D,I,8.0,11.0,1920,240,997692,123.0,R,E,C,999.0,ZZ,E,Minnesota,2017-07-31,Renewed,B,B
10067,5.0,B,L,8.0,11.0,1920,240,1112070,32.0,R,C,B,999.0,ZZ,E,Nebraska,2017-07-31,Renewed,A,B
10068,1.0,H,F,8.0,11.0,8160,1020,934386,738.0,S,J,C,999.0,ZZ,G,Florida,2017-07-31,Renewed,C,E
10069,2.0,F,J,8.0,11.0,1920,240,930858,172.0,R,G,C,999.0,ZZ,E,Virginia,2017-07-31,Renewed,B,C
10070,1.0,B,L,8.0,11.0,2200,275,939849,174.0,R,F,B,999.0,ZZ,E,Michigan,2017-07-31,Renewed,B,B
10071,1.0,D,I,8.0,11.0,3560,445,935391,213.0,S,H,C,999.0,ZZ,G,Tennessee,2017-07-31,Renewed,B,E
10072,2.0,F,N,8.0,11.0,5200,650,935952,215.0,S,H,B,999.0,ZZ,G,Mississippi,2017-07-31,Renewed,B,E
10076,ZZ,ZZ,ZZ,8.0,11.0,16000,2000,959325,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Renewed,ZZ,ZZ
10078,2.0,A,H,8.0,11.0,2800,350,945336,141.0,R,E,B,999.0,ZZ,E,South Dakota,2017-07-31,Renewed,B,B
10080,2.0,H,I,8.0,11.0,4560,570,944607,335.0,T,G,C,999.0,ZZ,H,Minnesota,2017-07-31,Renewed,C,C
10082,ZZ,ZZ,ZZ,8.0,11.0,3968,496,922362,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,California,2017-07-31,Not Renewed,ZZ,ZZ
10084,3.0,H,P,8.0,11.0,5160,645,918480,0.0,S,G,B,999.0,ZZ,D,Arizona,2017-07-31,Renewed,A,A
10085,2.0,K,I,8.0,11.0,3648,456,908469,361.0,R,E,C,999.0,ZZ,Z,Arkansas,2017-07-31,Renewed,B,Z
10086,1.0,E,G,8.0,11.0,1920,240,906378,111.0,R,C,C,999.0,ZZ,F,Kansas,2017-07-31,Renewed,B,B
10089,4.0,E,I,8.0,11.0,3400,425,914526,187.0,ZZ,E,C,999.0,ZZ,E,Texas,2017-07-31,Renewed,B,C
10092,5.0,F,I,8.0,11.0,1920,240,901863,115.0,R,D,D,999.0,ZZ,E,Alaska,2017-07-31,Renewed,D,C
10093,5.0,G,N,8.0,11.0,4000,500,899373,213.0,U,H,C,999.0,ZZ,D,Washington,2017-07-31,Renewed,B,A
10094,5.0,G,N,8.0,11.0,3600,450,899421,232.0,U,H,C,999.0,ZZ,D,Washington,2017-07-31,Renewed,B,A
10095,3.0,G,H,8.0,11.0,2760,345,899265,385.0,U,H,C,999.0,ZZ,D,Washington,2017-07-31,Renewed,B,A
10096,3.0,G,H,8.0,11.0,2760,345,899310,191.0,U,H,C,999.0,ZZ,D,Washington,2017-07-31,Renewed,B,A
10097,3.0,E,I,8.0,11.0,4000,500,899856,363.0,U,G,C,999.0,ZZ,E,Washington,2017-07-31,Renewed,B,D
10098,1.0,A,I,8.0,11.0,2600,325,1156458,171.0,R,G,C,999.0,ZZ,E,Michigan,2017-07-31,Renewed,B,B
10099,ZZ,ZZ,ZZ,8.0,11.0,1920,240,1158705,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-07-31,Not Renewed,ZZ,ZZ
10100,3.0,K,I,8.0,11.0,1920,240,1157823,115.0,R,E,B,999.0,ZZ,E,Arkansas,2017-07-31,Renewed,A,C
10101,5.0,H,I,8.0,11.0,3800,475,1125861,581.0,U,G,D,999.0,ZZ,F,California,2017-07-31,Renewed,C,H
10102,1.0,F,C,8.0,11.0,2960,370,1155120,443.0,R,H,C,999.0,ZZ,F,North Carolina,2017-07-31,Renewed,B,D
10103,2.0,B,E,8.0,11.0,1920,240,1155381,345.0,T,E,D,999.0,ZZ,E,Mississippi,2017-07-31,Renewed,C,C
10106,4.0,C,F,8.0,11.0,2000,250,1152063,177.0,T,E,D,999.0,ZZ,D,Arkansas,2017-07-31,Renewed,C,B
10107,ZZ,ZZ,ZZ,8.0,11.0,3200,400,1152318,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Tennessee,2017-07-31,Not Renewed,ZZ,ZZ
10108,5.0,E,N,8.0,11.0,4200,525,1152402,172.0,S,H,B,999.0,ZZ,D,California,2017-07-31,Renewed,B,A
10109,4.0,K,H,8.0,11.0,2720,340,1152528,88.0,R,F,C,999.0,ZZ,E,South Dakota,2017-07-31,Renewed,D,B
10110,4.0,H,L,8.0,11.0,4400,550,1124382,440.0,S,H,C,999.0,ZZ,D,California,2017-07-31,Renewed,C,A
10111,3.0,C,M,8.0,11.0,3792,474,1124535,125.0,S,H,B,999.0,ZZ,F,Pennsylvania,2017-07-31,Renewed,A,C
10113,5.0,C,O,8.0,11.0,2616,327,1113696,117.0,T,E,B,999.0,ZZ,E,Nevada,2017-07-31,Renewed,A,D
10114,5.0,B,M,8.0,11.0,1920,240,1113369,43.0,R,D,B,999.0,ZZ,E,Colorado,2017-07-31,Renewed,A,C
10115,1.0,B,I,8.0,11.0,1920,240,1113420,297.0,R,G,C,999.0,ZZ,F,Idaho,2017-07-31,Renewed,C,D
10116,5.0,B,I,8.0,11.0,3840,480,1112763,276.0,R,G,C,999.0,ZZ,E,Texas,2017-07-31,Renewed,B,C
10117,2.0,E,C,8.0,11.0,1920,240,1112907,107.0,R,F,C,999.0,ZZ,E,Texas,2017-07-31,Renewed,C,C
10118,3.0,A,N,8.0,11.0,5280,660,1114866,129.0,R,F,B,999.0,ZZ,C,Pennsylvania,2017-07-31,Renewed,A,A
10120,5.0,C,P,8.0,11.0,3120,390,1115517,78.0,S,E,B,999.0,ZZ,G,Ohio,2017-07-31,Renewed,A,C
10121,4.0,C,N,8.0,11.0,1920,240,1116048,31.0,R,E,B,999.0,ZZ,E,Wisconsin,2017-07-31,Renewed,A,B
10122,2.0,A,Z,8.0,11.0,2080,260,1113237,103.0,R,C,C,999.0,ZZ,E,Texas,2017-07-31,Renewed,A,C
10124,4.0,J,O,8.0,11.0,10360,1295,1115253,378.0,S,J,C,999.0,ZZ,G,Florida,2017-07-31,Renewed,B,E
10125,2.0,K,J,8.0,11.0,2464,308,1116822,95.0,R,D,C,999.0,ZZ,Z,Illinois,2017-07-31,Renewed,B,Z
10127,5.0,A,L,8.0,11.0,2560,320,1117887,122.0,T,G,B,999.0,ZZ,E,Wyoming,2017-07-31,Renewed,C,D
10128,3.0,ZZ,M,8.0,11.0,1920,240,1191831,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Virginia,2017-07-31,Renewed,ZZ,ZZ
10129,3.0,ZZ,L,8.0,11.0,1920,240,1193361,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-07-31,Renewed,ZZ,ZZ
10130,1.0,G,I,8.0,11.0,3976,497,1475958,297.0,T,A,C,999.0,ZZ,H,Tennessee,2017-07-31,Renewed,B,E
10133,4.0,E,P,8.0,11.0,2800,350,2105157,109.0,S,H,B,999.0,ZZ,G,Georgia,2017-07-31,Renewed,A,E
10135,3.0,D,K,8.0,11.0,1920,240,1178385,99.0,R,E,C,999.0,ZZ,E,Minnesota,2017-07-31,Renewed,B,B
10136,1.0,C,G,8.0,11.0,2760,345,1179006,234.0,U,H,C,999.0,ZZ,E,Utah,2017-07-31,Renewed,B,D
